ar1,ar2
0.5412861001403578,-1.2344747690937323
-1.692950444823963,3.5324978907003253
-1.7301055263558296,-3.9155076928058716
-0.7835244487051677,2.820841095454876
-1.796207242549847,-1.0841198087657689
-2.4204845873408383,1.4977525176191198
-4.75187612403546,-3.2087915034791186
-4.182997949684059,2.0121140133103066
-4.382595865681966,-0.8718858301119121
-3.021901574414945,0.13508287829247156
-4.184019234955368,-0.4569397625946273
-2.204769894552557,0.5250755243898992
-0.15575810361023734,-1.6059019594127475
0.8689009893992923,1.673012812297234
1.4137461360868027,-1.0835338659869638
0.9573387801701221,1.7854856280096905
1.8443947604841728,-1.1659145892066283
1.7451085984741646,1.1094766528872009
2.600762705244609,-1.5405872154283629
5.49402859091524,0.9539950312142792
4.601334609697983,-0.7234283841523441
5.971104730993393,-0.06863733982669673
4.651154486852575,1.706577065453909
3.597981309157876,-1.7423638941241413
3.206230528853525,0.41513313664573226
3.6608647618169803,0.08417404418621244
1.1410783139391132,-0.5155945130272706
1.5175327213575929,0.45168843077111054
2.0505936660118205,0.1142204906457498
2.330431038759858,1.2604041253193523
2.5728220948726936,-1.8701546421965856
1.7093897612332651,1.6835444484374333
1.2867757232397923,0.44817102445722434
1.223129519895294,-0.5407936694144724
0.32157446162198833,0.8109382761034107
-0.05101051557882602,-0.578594505791286
-0.2565748010941414,1.0391999724912906
0.10351278118371848,-1.0651551358449471
1.064340531698731,-0.3867138160165131
0.5830064886110684,-0.44915337684166173
0.17415375018770096,1.1316825427692525
-0.3036360785591223,0.013937680721953338
0.1000683906355842,1.4104717570263705
0.16709983948843832,-2.2958867227072286
-0.4345389481438333,2.0147555793085896
-0.7358180849880545,-1.3290451962574965
0.3258210022216155,1.5973028040852228
1.4909098675778498,-1.2776835915183273
0.729284127448854,0.8238973164748669
0.8470608955950119,-0.9091726795768519
0.7670806167890754,-0.6294830196431453
0.6292738703675306,-0.981668657442122
-0.43957718220708564,2.4149717419150867
-2.3825231325232967,-2.4392712482431436
-3.662043827509105,1.575751780207535
-2.6375358989549347,-1.073613009922918
-1.932225188382919,0.9904315309581785
-3.387193380985334,-1.3870015233850101
-3.2154332427617844,1.428091256347711
-3.3853501211253416,-0.11917472362704773
-3.190673413948273,-0.6693027404734451
-3.3439929832854363,1.489121481443172
-4.4446603512148695,-1.5034398910256273
-4.30655792617581,0.5876035713639658
-2.718540971607772,-1.434108525172547
-3.228276262735255,1.2280891594165007
-1.1626498908454785,-0.9233844718106057
-0.31843110461108504,1.5966635283766366
-1.4848135342637998,-1.1258562672820907
-1.6576121904622014,1.7110291186327915
-1.5560869941671047,-2.0680190545967703
-1.895978277402444,1.416568359425339
-0.7409252092111607,-0.19324146308519552
-0.0940212682754572,0.07630730493622971
-0.06507501552239445,-0.5674797163272716
-0.10693927825736471,1.0559343210837409
-0.45350050401047326,-2.0954840371857175
-0.7167871475808583,3.0011934798438524
0.13587938032540603,-1.454876796722567
0.09547620517485272,2.8518640836845552
0.44751439425407774,-2.6729026097674886
0.6579333687103154,3.0463499762627766
-1.137582965250977,-2.4058030548447666
-1.667004745543916,2.617128036486902
-3.3276183427736568,-2.3382809096676502
-3.7190361520117308,3.088474445921336
-4.042363726225525,-4.020893144389722
-2.4926541285316386,2.044015469468649
-1.516917802194466,-2.733590355874882
-0.625217344522586,3.0563032503599814
-0.8865812213395539,-4.2313520356094605
-0.5424283390681603,3.1881861709675134
0.4758802945278079,-4.239597266869092
-0.7199753816748496,3.8168599080130887
-2.338288308475506,-2.131666590615197
-1.2423553303411552,2.675994842800818
-1.0426209084157503,-1.6586819381280469
-2.0327544161022737,2.647366473597976
-2.9030101815860974,-1.8607228723089442
-5.007566077444249,2.4295848933170134
